episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-783.0,-2049.0,-1097.47,1001.0,3,4000,False,1004000,1002,251,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-15-24,1565597724,11.48254680633545,2900.08722949028,68841,omnisky,10.12.131.114,2900.08722949028,1004000,251,0.5168491537687725,0.10286470938326461,0.5856134589733757,995968,1004000,4763.724,2.188,6778.048,8.276,31.49375,16.8625,0.30000001192092896,4.999999873689376e-05,1458.707,-0.034712512,1458.7386,0.40905195,0.0105707,0.7026481,0.0
-783.0,-2049.0,-1095.18,1001.0,4,4000,False,1008000,1006,252,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-15-35,1565597735,11.709060430526733,2911.796289920807,68841,omnisky,10.12.131.114,2911.796289920807,1008000,252,0.5167841479615519,0.10286048318362778,0.5855804728272125,999936,1008000,4747.136,2.03,6795.416,8.67,31.482352941176465,16.876470588235296,0.30000001192092896,4.999999873689376e-05,1306.974,-0.027903566,1306.9989,0.37355128,0.010379391,0.6908036,0.0
-783.0,-2049.0,-1096.09,1001.0,4,4000,False,1012000,1010,253,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-15-47,1565597747,11.253951787948608,2923.0502417087555,68841,omnisky,10.12.131.114,2923.0502417087555,1012000,253,0.5167184295983145,0.10285517238175562,0.5855522424684741,1003904,1012000,4725.155,1.905,6758.23,8.748,31.1375,16.8875,0.30000001192092896,4.999999873689376e-05,1789.045,-0.03268621,1789.074,0.4635613,0.011973319,0.7159554,0.0
-783.0,-2049.0,-1102.57,1001.0,4,4000,False,1016000,1014,254,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-15-58,1565597758,11.69669222831726,2934.7469339370728,68841,omnisky,10.12.131.114,2934.7469339370728,1016000,254,0.5166508718707025,0.10285004900656576,0.5855285800475362,1007872,1016000,4733.729,1.991,6765.851,8.736,32.475,16.875,0.30000001192092896,4.999999873689376e-05,1315.6154,-0.02977235,1315.6421,0.3637361,0.009843381,0.6989361,0.0
-783.0,-2049.0,-1106.25,1001.0,4,4000,False,1020000,1018,255,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-16-10,1565597770,11.957413673400879,2946.7043476104736,68841,omnisky,10.12.131.114,2946.7043476104736,1020000,255,0.5165827087546883,0.10284498047160148,0.5855050885672152,1011840,1020000,4745.493,2.066,6806.334,10.941,31.605882352941173,16.905882352941177,0.30000001192092896,4.999999873689376e-05,2056.6167,-0.027312592,2056.6418,0.33450636,0.008004472,0.6753903,0.0
-783.0,-2049.0,-1107.02,1001.0,4,4000,False,1024000,1022,256,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-16-22,1565597782,11.93022346496582,2958.6345710754395,68841,omnisky,10.12.131.114,2958.6345710754395,1024000,256,0.5165156558895635,0.10284135513054485,0.5854824922054986,1015808,1024000,4791.742,2.006,6805.091,11.002,30.788235294117644,16.91764705882353,0.30000001192092896,4.999999873689376e-05,2486.2942,-0.03327913,2486.3254,0.41790968,0.00746962,0.68785596,0.0
-783.0,-2049.0,-1112.91,1001.0,4,4000,False,1028000,1026,257,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-16-34,1565597794,11.733670234680176,2970.3682413101196,68841,omnisky,10.12.131.114,2970.3682413101196,1028000,257,0.5164494708157171,0.10283830961097387,0.5854629704852607,1019776,1028000,4798.422,2.135,6812.248,11.401,31.31764705882353,16.947058823529414,0.30000001192092896,4.999999873689376e-05,1635.7439,-0.024384774,1635.7657,0.34505895,0.00787027,0.7064731,0.0
-783.0,-2049.0,-1121.82,1001.0,4,4000,False,1032000,1030,258,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-16-45,1565597805,11.168457269668579,2981.536698579788,68841,omnisky,10.12.131.114,2981.536698579788,1032000,258,0.516379360571635,0.102834152104567,0.5854400398464992,1023744,1032000,4827.465,2.163,6760.083,11.418,31.69375,16.95,0.30000001192092896,4.999999873689376e-05,2126.855,-0.030527389,2126.8823,0.370838,0.010502402,0.72351867,0.0
-783.0,-2049.0,-1117.03,1001.0,4,4000,False,1036000,1034,259,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-16-57,1565597817,11.557078838348389,2993.0937774181366,68841,omnisky,10.12.131.114,2993.0937774181366,1036000,259,0.5163070205609918,0.10282925934581783,0.5854146166188287,1027712,1036000,4773.172,2.245,6775.312,12.445,32.2235294117647,16.976470588235294,0.30000001192092896,4.999999873689376e-05,2501.1028,-0.030347265,2501.1309,0.37483624,0.008964628,0.7222033,0.0
-783.0,-2049.0,-1121.42,1001.0,4,4000,False,1040000,1038,260,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-17-08,1565597828,11.813517332077026,3004.9072947502136,68841,omnisky,10.12.131.114,3004.9072947502136,1040000,260,0.5162372797115858,0.102824627525101,0.5853933157787201,1031680,1040000,4781.642,2.281,6824.403,12.241,30.952941176470592,16.96470588235294,0.30000001192092896,4.999999873689376e-05,2203.056,-0.026044423,2203.0793,0.31342086,0.009209315,0.6850126,0.0
-783.0,-2049.0,-1126.13,1001.0,4,4000,False,1044000,1042,261,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-17-20,1565597840,11.175854682922363,3016.083149433136,68841,omnisky,10.12.131.114,3016.083149433136,1044000,261,0.5161655925637731,0.10281877599871914,0.5853685200387239,1035648,1044000,4797.662,2.266,6777.066,12.218,30.68666666666667,16.993333333333332,0.30000001192092896,4.999999873689376e-05,3158.249,-0.03423639,3158.2805,0.35118753,0.008868705,0.71368855,0.0
-783.0,-2049.0,-1137.52,1001.0,4,4000,False,1048000,1046,262,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-17-32,1565597852,12.012607097625732,3028.0957565307617,68841,omnisky,10.12.131.114,3028.0957565307617,1048000,262,0.5160963300931319,0.10281285318308572,0.5853442590185718,1039616,1048000,4807.131,2.309,6797.654,11.925,31.755555555555556,16.977777777777774,0.30000001192092896,4.999999873689376e-05,3480.8765,-0.03858013,3480.9114,0.4134706,0.012359355,0.7076598,0.0
-783.0,-2049.0,-1143.67,1001.0,4,4000,False,1052000,1050,263,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-17-43,1565597863,11.75608777999878,3039.8518443107605,68841,omnisky,10.12.131.114,3039.8518443107605,1052000,263,0.5160292758541787,0.10280656407256895,0.585319750940004,1043584,1052000,4820.853,2.427,6833.12,12.71,31.106250000000003,16.98125,0.30000001192092896,4.999999873689376e-05,1799.6919,-0.030795777,1799.72,0.14393649,0.008755951,0.6701759,0.0
-783.0,-2049.0,-1136.94,1001.0,4,4000,False,1056000,1054,264,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-17-55,1565597875,11.243991374969482,3051.09583568573,68841,omnisky,10.12.131.114,3051.09583568573,1056000,264,0.5159618119163809,0.10279972973776123,0.5852951739489608,1047552,1056000,4815.809,2.385,6794.657,10.768,31.59375,16.96875,0.30000001192092896,4.999999873689376e-05,2321.6135,-0.024426056,2321.6355,0.2982026,0.0080655,0.6777337,0.0
-783.0,-2049.0,-1143.81,1001.0,4,4000,False,1060000,1058,265,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-18-07,1565597887,11.896610260009766,3062.9924459457397,68841,omnisky,10.12.131.114,3062.9924459457397,1060000,265,0.5158975341071365,0.1027921524309377,0.5852743256943646,1051520,1060000,4808.395,2.308,6796.429,10.357,31.28235294117647,17.029411764705884,0.30000001192092896,4.999999873689376e-05,2196.0747,-0.024689928,2196.0972,0.2581353,0.0072828173,0.67470294,0.0
-783.0,-2049.0,-1138.63,1001.0,4,4000,False,1064000,1062,266,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-18-19,1565597899,11.877305746078491,3074.8697516918182,68841,omnisky,10.12.131.114,3074.8697516918182,1064000,266,0.5158332757783759,0.10278495232656146,0.585253727034815,1055488,1064000,4809.193,2.267,6790.361,10.438,31.094117647058823,17.01176470588235,0.30000001192092896,4.999999873689376e-05,2284.6128,-0.022028182,2284.6323,0.2627115,0.007806787,0.67453456,0.0
-783.0,-2049.0,-1138.5,1001.0,4,4000,False,1068000,1066,267,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-18-31,1565597911,11.999063968658447,3086.8688156604767,68841,omnisky,10.12.131.114,3086.8688156604767,1068000,267,0.5157688019580737,0.10277745226619656,0.5852323061524239,1059456,1068000,4819.588,2.268,6806.712,10.257,31.594117647058823,17.005882352941175,0.30000001192092896,4.999999873689376e-05,2729.0684,-0.02592991,2729.092,0.3412082,0.008153107,0.6842154,0.0
-783.0,-2049.0,-1150.8,1001.0,4,4000,False,1072000,1070,268,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-18-42,1565597922,11.730036497116089,3098.598852157593,68841,omnisky,10.12.131.114,3098.598852157593,1072000,268,0.5157004430811609,0.10276871437907015,0.5852073752275555,1063424,1072000,4819.348,2.243,6863.255,10.474,31.335294117647063,17.01764705882353,0.30000001192092896,4.999999873689376e-05,4678.148,-0.032948148,4678.178,0.3635349,0.010110381,0.70523155,0.0
-783.0,-2049.0,-1149.96,1001.0,4,4000,False,1076000,1074,269,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-18-54,1565597934,11.660958528518677,3110.2598106861115,68841,omnisky,10.12.131.114,3110.2598106861115,1076000,269,0.515633614733661,0.10275971157042876,0.5851838229053321,1067392,1076000,4834.031,2.231,6860.569,9.334,32.38823529411765,16.99411764705882,0.30000001192092896,4.999999873689376e-05,2449.4219,-0.026884882,2449.4453,0.29568905,0.010188119,0.6635648,0.0
-783.0,-1830.0,-1137.55,1001.0,4,4000,False,1080000,1078,270,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-19-06,1565597946,11.61275053024292,3121.8725612163544,68841,omnisky,10.12.131.114,3121.8725612163544,1080000,270,0.5155639752227138,0.10275037229367506,0.5851593837020584,1071360,1080000,4823.475,2.268,6850.497,9.838,30.625,16.987499999999997,0.30000001192092896,4.999999873689376e-05,2135.5605,-0.02575718,2135.5842,0.25559425,0.007409175,0.650087,0.0
-808.0,-1830.0,-1150.1,1001.0,4,4000,False,1084000,1082,271,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-19-17,1565597957,11.652472496032715,3133.525033712387,68841,omnisky,10.12.131.114,3133.525033712387,1084000,271,0.5154959351285774,0.10274133905498664,0.5851335619942784,1075328,1084000,4813.858,2.263,6907.979,9.593,31.470588235294116,17.0,0.30000001192092896,4.999999873689376e-05,3459.0127,-0.025810625,3459.0361,0.30624267,0.007885879,0.6595395,0.0
-808.0,-1830.0,-1143.1,1001.0,4,4000,False,1088000,1086,272,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-19-29,1565597969,11.720678329467773,3145.245712041855,68841,omnisky,10.12.131.114,3145.245712041855,1088000,272,0.5154300231018388,0.1027327676938107,0.5851099191110386,1079296,1088000,4811.388,2.368,6881.413,9.659,31.905882352941177,17.029411764705884,0.30000001192092896,4.999999873689376e-05,2666.1326,-0.02271225,2666.153,0.31124952,0.008085883,0.6643103,0.0
-808.0,-1830.0,-1137.55,1001.0,4,4000,False,1092000,1090,273,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-19-41,1565597981,11.986839294433594,3157.2325513362885,68841,omnisky,10.12.131.114,3157.2325513362885,1092000,273,0.515373849885743,0.10272575115441991,0.5850951635129872,1083264,1092000,4827.458,2.456,6888.933,8.856,30.658823529411762,17.058823529411764,0.30000001192092896,4.999999873689376e-05,2322.047,-0.02577416,2322.0703,0.3147424,0.008046257,0.66684145,0.0
-808.0,-1830.0,-1142.86,1001.0,4,4000,False,1096000,1094,274,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-19-53,1565597993,11.786781787872314,3169.0193331241608,68841,omnisky,10.12.131.114,3169.0193331241608,1096000,274,0.5153165482200249,0.10271842489886314,0.5850793760956552,1087232,1096000,4849.653,2.52,6921.26,9.03,31.970588235294116,17.01764705882353,0.30000001192092896,4.999999873689376e-05,2867.761,-0.026244773,2867.7844,0.33974513,0.008348367,0.6569068,0.0
-756.0,-1830.0,-1132.22,1001.0,4,4000,False,1100000,1098,275,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-20-05,1565598005,11.802841424942017,3180.822174549103,68841,omnisky,10.12.131.114,3180.822174549103,1100000,275,0.5152598210446396,0.10271097835874475,0.5850650280105256,1091200,1100000,4843.096,2.462,6920.238,7.496,31.670588235294122,17.04705882352941,0.30000001192092896,4.999999873689376e-05,2311.7268,-0.024062652,2311.748,0.2721879,0.0091780415,0.59954673,0.0
-756.0,-1830.0,-1130.0,1001.0,4,4000,False,1104000,1102,276,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-20-16,1565598016,11.532182216644287,3192.354356765747,68841,omnisky,10.12.131.114,3192.354356765747,1104000,276,0.5152024981106308,0.10270325129344972,0.5850493415934395,1095168,1104000,4788.167,2.452,6941.535,7.108,30.75625,17.06875,0.30000001192092896,4.999999873689376e-05,3296.2092,-0.024290819,3296.2307,0.26829338,0.008119132,0.6168727,0.0
-756.0,-1830.0,-1129.59,1001.0,4,4000,False,1108000,1106,277,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-20-28,1565598028,11.829371690750122,3204.183728456497,68841,omnisky,10.12.131.114,3204.183728456497,1108000,277,0.5151501571442751,0.10269686063860128,0.5850378250084113,1099136,1108000,4788.874,2.669,6923.647,7.042,32.370588235294115,17.094117647058823,0.30000001192092896,4.999999873689376e-05,2600.5142,-0.026987748,2600.538,0.28758237,0.010333595,0.59963423,0.0
-756.0,-1830.0,-1126.69,1001.0,4,4000,False,1112000,1110,278,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-20-39,1565598039,11.243999481201172,3215.4277279376984,68841,omnisky,10.12.131.114,3215.4277279376984,1112000,278,0.5150975166503934,0.10269073749732181,0.5850266219717543,1103104,1112000,4788.781,2.677,6875.132,6.616,30.53125,17.09375,0.30000001192092896,4.999999873689376e-05,2653.3804,-0.022295382,2653.4001,0.28700936,0.006729743,0.6096953,0.0
-756.0,-1830.0,-1120.24,1001.0,4,4000,False,1116000,1114,279,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-20-51,1565598051,11.663692235946655,3227.091420173645,68841,omnisky,10.12.131.114,3227.091420173645,1116000,279,0.5150477795237733,0.10268381659326434,0.5850171568859327,1107072,1116000,4794.28,2.689,6868.963,6.972,31.92941176470588,17.07058823529412,0.30000001192092896,4.999999873689376e-05,2571.2888,-0.021444766,2571.3079,0.28064236,0.008308684,0.5979001,0.0
-756.0,-1830.0,-1115.46,1001.0,4,4000,False,1120000,1118,280,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-21-03,1565598063,11.767261028289795,3238.858681201935,68841,omnisky,10.12.131.114,3238.858681201935,1120000,280,0.5149962327293538,0.10267676003927649,0.5850028070028149,1111040,1120000,4805.62,2.713,6873.292,6.741,31.575,17.06875,0.30000001192092896,4.999999873689376e-05,2266.3767,-0.022377929,2266.3967,0.29150894,0.008331598,0.6014691,0.0
-729.0,-1830.0,-1112.03,1001.0,4,4000,False,1124000,1122,281,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-21-14,1565598074,11.646084070205688,3250.5047652721405,68841,omnisky,10.12.131.114,3250.5047652721405,1124000,281,0.514940695794238,0.10266708178526711,0.5849848261805842,1115008,1124000,4818.103,2.709,6860.015,6.921,30.7764705882353,17.05294117647059,0.30000001192092896,4.999999873689376e-05,2094.9453,-0.024653448,2094.9675,0.27590287,0.00679353,0.58657336,0.0
-729.0,-1830.0,-1099.67,1001.0,4,4000,False,1128000,1126,282,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-21-26,1565598086,11.654178857803345,3262.158944129944,68841,omnisky,10.12.131.114,3262.158944129944,1128000,282,0.5148859924094928,0.10265808117150822,0.5849671834020006,1118976,1128000,4823.284,2.575,6848.293,6.799,31.92941176470588,17.064705882352943,0.30000001192092896,4.999999873689376e-05,2167.053,-0.02400036,2167.0747,0.28371558,0.008071145,0.61318403,0.0
-729.0,-1830.0,-1091.88,1001.0,4,4000,False,1132000,1130,283,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-21-38,1565598098,11.69232702255249,3273.8512711524963,68841,omnisky,10.12.131.114,3273.8512711524963,1132000,283,0.5148352804236993,0.10264958616243686,0.5849524468384927,1122944,1132000,4810.545,2.46,6831.869,6.923,31.6875,17.0625,0.30000001192092896,4.999999873689376e-05,2913.4204,-0.02614563,2913.444,0.30942366,0.008469062,0.6151948,0.0
-729.0,-1830.0,-1096.9,1001.0,4,4000,False,1136000,1134,284,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-21-49,1565598109,11.571228981018066,3285.4225001335144,68841,omnisky,10.12.131.114,3285.4225001335144,1136000,284,0.5147859546784123,0.10264112846026735,0.5849377411514165,1126912,1136000,4782.256,2.439,6838.32,6.915,30.958823529411763,17.105882352941173,0.30000001192092896,4.999999873689376e-05,2982.533,-0.023719547,2982.5544,0.2690991,0.0073798397,0.6210873,0.0
-729.0,-1830.0,-1087.72,1001.0,4,4000,False,1140000,1138,285,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-22-01,1565598121,11.853353500366211,3297.2758536338806,68841,omnisky,10.12.131.114,3297.2758536338806,1140000,285,0.5147406538872981,0.1026341958106949,0.5849253697770556,1130880,1140000,4797.509,2.522,6827.79,6.718,32.5,17.129411764705882,0.30000001192092896,4.999999873689376e-05,2534.3108,-0.020559952,2534.329,0.2486269,0.0063898736,0.5971825,0.0
-729.0,-1830.0,-1082.21,1001.0,4,4000,False,1144000,1142,286,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-22-13,1565598133,11.624023199081421,3308.899876832962,68841,omnisky,10.12.131.114,3308.899876832962,1144000,286,0.5147012769063771,0.10262907301809719,0.5849191886351116,1134848,1144000,4858.266,2.402,6775.06,7.463,30.51875,17.1125,0.30000001192092896,4.999999873689376e-05,2251.8975,-0.019942082,2251.9146,0.25397998,0.008099068,0.6363506,0.0
-729.0,-1830.0,-1077.25,1001.0,4,4000,False,1148000,1146,287,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-22-25,1565598145,11.74479603767395,3320.644672870636,68841,omnisky,10.12.131.114,3320.644672870636,1148000,287,0.5146625366924382,0.10262468636459665,0.5849134752006296,1138816,1148000,4853.356,2.193,6771.79,7.455,31.747058823529407,17.13529411764706,0.30000001192092896,4.999999873689376e-05,2622.473,-0.023820488,2622.4941,0.23117994,0.007981454,0.65438765,0.0
-729.0,-1751.0,-1076.46,1001.0,4,4000,False,1152000,1150,288,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-22-36,1565598156,11.49713134765625,3332.1418042182922,68841,omnisky,10.12.131.114,3332.1418042182922,1152000,288,0.5146199050987099,0.10261975330655533,0.5849030613449032,1142784,1152000,4841.699,2.186,6808.599,7.8,31.51875,17.143750000000004,0.30000001192092896,4.999999873689376e-05,2754.248,-0.029093783,2754.274,0.25788882,0.009833567,0.63792795,0.0
-729.0,-1751.0,-1076.51,1001.0,4,4000,False,1156000,1154,289,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-22-48,1565598168,11.526433944702148,3343.6682381629944,68841,omnisky,10.12.131.114,3343.6682381629944,1156000,289,0.5145767852913568,0.10261449826671239,0.5848933138441922,1146752,1156000,4825.945,2.103,6811.671,7.291,30.835294117647056,17.15294117647059,0.30000001192092896,4.999999873689376e-05,2079.2969,-0.024786051,2079.3198,0.30843174,0.007009992,0.62699574,0.0
-729.0,-1751.0,-1073.67,1001.0,4,4000,False,1160000,1158,290,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-23-00,1565598180,11.893770694732666,3355.562008857727,68841,omnisky,10.12.131.114,3355.562008857727,1160000,290,0.5145351044797447,0.10261102896466429,0.5848845988576005,1150720,1160000,4850.433,2.008,6799.626,7.331,32.205882352941174,17.16470588235294,0.30000001192092896,4.999999873689376e-05,3072.7114,-0.031510107,3072.7393,0.35647592,0.010283926,0.63693166,0.0
-729.0,-1751.0,-1078.01,1001.0,4,4000,False,1164000,1162,291,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-23-11,1565598191,11.35966682434082,3366.921675682068,68841,omnisky,10.12.131.114,3366.921675682068,1164000,291,0.5144900168917445,0.1026060657145262,0.5848717265488054,1154688,1164000,4854.275,1.995,6767.503,7.236,31.375,17.174999999999997,0.30000001192092896,4.999999873689376e-05,2344.9714,-0.02650658,2344.9958,0.2675655,0.008320606,0.61158854,0.0
-729.0,-1751.0,-1080.15,1001.0,4,4000,False,1168000,1166,292,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-23-23,1565598203,11.625080823898315,3378.546756505966,68841,omnisky,10.12.131.114,3378.546756505966,1168000,292,0.5144412471603134,0.10260026460706673,0.58485608983804,1158656,1168000,4838.524,2.108,6779.977,7.29,32.37647058823529,17.15294117647059,0.30000001192092896,4.999999873689376e-05,2102.2522,-0.022606065,2102.2727,0.26919898,0.0059182546,0.6212281,0.0
-729.0,-1751.0,-1070.1,1001.0,4,4000,False,1172000,1170,293,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-23-35,1565598215,11.983519077301025,3390.530275583267,68841,omnisky,10.12.131.114,3390.530275583267,1172000,293,0.5143980094914972,0.10259544826026111,0.5848458931315268,1162624,1172000,4853.064,2.199,6794.843,7.095,31.176470588235293,17.18235294117647,0.30000001192092896,4.999999873689376e-05,2073.729,-0.020874266,2073.7476,0.2971278,0.0077893496,0.6111767,0.0
-729.0,-1592.0,-1056.26,1001.0,4,4000,False,1176000,1174,294,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-23-46,1565598226,11.355395793914795,3401.885671377182,68841,omnisky,10.12.131.114,3401.885671377182,1176000,294,0.5143542548522025,0.10259077167167735,0.5848344102713845,1166592,1176000,4859.878,2.111,6764.902,8.425,30.525000000000002,17.15625,0.30000001192092896,4.999999873689376e-05,1878.4222,-0.019751385,1878.4398,0.3036892,0.00836907,0.6087271,0.0
-729.0,-1592.0,-1056.48,1001.0,4,4000,False,1180000,1178,295,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-23-58,1565598238,12.072773456573486,3413.9584448337555,68841,omnisky,10.12.131.114,3413.9584448337555,1180000,295,0.514318260285652,0.10258741888797576,0.5848291100901227,1170560,1180000,4870.963,2.164,6775.932,8.441,31.541176470588237,17.17058823529412,0.30000001192092896,4.999999873689376e-05,1335.6174,-0.025248047,1335.6403,0.24758604,0.00828756,0.5684835,0.0
-723.0,-1592.0,-1043.95,1001.0,4,4000,False,1184000,1182,296,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-24-10,1565598250,11.798734903335571,3425.757179737091,68841,omnisky,10.12.131.114,3425.757179737091,1184000,296,0.514282029271418,0.102584196536059,0.5848268650399708,1174528,1184000,4830.283,2.161,6833.72,9.231,31.229411764705887,17.188235294117646,0.30000001192092896,4.999999873689376e-05,1496.5065,-0.019081755,1496.5239,0.28016508,0.005224669,0.56430095,0.0
-723.0,-1592.0,-1044.04,1001.0,4,4000,False,1188000,1186,297,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-24-21,1565598261,11.504697322845459,3437.2618770599365,68841,omnisky,10.12.131.114,3437.2618770599365,1188000,297,0.5142415309882635,0.10257948567832141,0.584821575093121,1178496,1188000,4795.882,2.148,6844.567,9.292,31.68125,17.1875,0.30000001192092896,4.999999873689376e-05,1476.565,-0.02293213,1476.5853,0.30544835,0.008175997,0.56584734,0.0
-650.0,-1592.0,-1034.45,1001.0,4,4000,False,1192000,1190,298,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-24-33,1565598273,11.964958667755127,3449.2268357276917,68841,omnisky,10.12.131.114,3449.2268357276917,1192000,298,0.5142013991992176,0.10257487527638837,0.5848156830328576,1182464,1192000,4838.526,2.137,6848.641,9.183,31.966666666666665,17.183333333333334,0.30000001192092896,4.999999873689376e-05,1283.3232,-0.027209612,1283.3473,0.38272062,0.011157839,0.5855409,0.0
-650.0,-1592.0,-1028.33,1001.0,4,4000,False,1196000,1194,299,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-24-45,1565598285,11.298831939697266,3460.525667667389,68841,omnisky,10.12.131.114,3460.525667667389,1196000,299,0.5141602103456377,0.10256999855525778,0.5848070045665925,1186432,1196000,4849.797,2.222,6813.915,9.521,31.025,17.2,0.30000001192092896,4.999999873689376e-05,1413.8542,-0.027342351,1413.8792,0.3830016,0.0083383,0.60039955,0.0
-650.0,-1592.0,-1028.88,1001.0,4,4000,False,1200000,1198,300,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-24-57,1565598297,11.880620241165161,3472.406287908554,68841,omnisky,10.12.131.114,3472.406287908554,1200000,300,0.5141200445710551,0.10256512058848496,0.5847976721397375,1190400,1200000,4829.87,2.258,6833.041,9.37,31.670588235294115,17.176470588235293,0.30000001192092896,4.999999873689376e-05,1450.2173,-0.026148962,1450.2397,0.34246743,0.01157729,0.6030313,0.0
-650.0,-1592.0,-1028.05,1001.0,4,4000,False,1204000,1202,301,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-25-08,1565598308,11.858831882476807,3484.265119791031,68841,omnisky,10.12.131.114,3484.265119791031,1204000,301,0.514085334877254,0.10256149937228674,0.5847938623703559,1194368,1204000,4834.031,2.394,6877.177,11.198,32.01875,17.2,0.30000001192092896,4.999999873689376e-05,1250.8213,-0.024538875,1250.8434,0.3938142,0.009424078,0.59778,0.0
-650.0,-1592.0,-1025.95,1001.0,4,4000,False,1208000,1206,302,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-25-20,1565598320,11.228782176971436,3495.4939019680023,68841,omnisky,10.12.131.114,3495.4939019680023,1208000,302,0.5140475685499102,0.10255658770675913,0.5847885733468252,1198336,1208000,4838.796,2.39,6832.85,11.213,31.46470588235294,17.176470588235293,0.30000001192092896,4.999999873689376e-05,1308.2495,-0.025036855,1308.271,0.3910055,0.010626159,0.5965101,0.0
-650.0,-1592.0,-1018.37,1001.0,4,4000,False,1212000,1210,303,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-25-32,1565598332,11.959354639053345,3507.4532566070557,68841,omnisky,10.12.131.114,3507.4532566070557,1212000,303,0.5140157989192926,0.10255251741526304,0.5847895170162745,1202304,1212000,4843.529,2.454,6825.176,11.406,31.123529411764707,17.18235294117647,0.30000001192092896,4.999999873689376e-05,1142.1768,-0.026754873,1142.2003,0.33357272,0.010759927,0.579506,0.0
-650.0,-1592.0,-1020.97,1001.0,4,4000,False,1216000,1214,304,cc540e0d422c4c14948f334a84dba876,2019-08-12_16-25-44,1565598344,11.886639833450317,3519.339896440506,68841,omnisky,10.12.131.114,3519.339896440506,1216000,304,0.5139851654275202,0.10254856536810607,0.5847919869918665,1206272,1216000,4863.669,2.542,6859.97,10.029,31.564705882352936,17.288235294117648,0.30000001192092896,4.999999873689376e-05,2221.702,-0.03365625,2221.7327,0.42158505,0.010388024,0.57341015,0.0
