episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
-921.0,-2593.0,-1510.52,1001.0,4,4000,False,392000,391,98,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-45-57,1565595957,11.77302360534668,1136.0920579433441,68841,omnisky,10.12.131.114,1136.0920579433441,392000,98,0.5287235649765204,0.10391824714103763,0.5877487505168701,388864,392000,4861.347,1.982,6929.43,9.11,30.852941176470587,16.84705882352941,0.30000001192092896,4.999999873689376e-05,2722.5178,-0.027366433,2722.542,0.49577564,0.009588734,1.0346608,0.0
-921.0,-2593.0,-1498.19,1001.0,4,4000,False,396000,395,99,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-46-09,1565595969,11.659365892410278,1147.7514238357544,68841,omnisky,10.12.131.114,1147.7514238357544,396000,99,0.5285483177241597,0.1039015592605515,0.5877462908779673,392832,396000,4830.809,2.141,6932.875,9.036,31.25,16.868750000000002,0.30000001192092896,4.999999873689376e-05,2103.7317,-0.022992505,2103.7515,0.23991211,0.010614982,1.0041409,0.0
-921.0,-2593.0,-1502.01,1001.0,4,4000,False,400000,399,100,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-46-21,1565595981,12.067976474761963,1159.8194003105164,68841,omnisky,10.12.131.114,1159.8194003105164,400000,100,0.5283916059081553,0.10388863417373873,0.5877557658720655,396800,400000,4838.206,2.179,6932.63,8.684,31.805555555555557,16.87222222222222,0.30000001192092896,4.999999873689376e-05,2424.2214,-0.024542186,2424.2422,0.43522444,0.012765118,1.0266114,0.0
-921.0,-2593.0,-1485.53,1001.0,4,4000,False,404000,403,101,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-46-33,1565595993,11.930065631866455,1171.7494659423828,68841,omnisky,10.12.131.114,1171.7494659423828,404000,101,0.5282435037772584,0.10387896256682343,0.5877720229588357,400768,404000,4854.634,2.083,6921.903,8.593,30.441176470588236,16.88235294117647,0.30000001192092896,4.999999873689376e-05,1788.846,-0.022769919,1788.8666,0.3943667,0.0071365493,1.0255271,0.0
-921.0,-2593.0,-1477.46,1001.0,4,4000,False,408000,407,102,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-46-44,1565596004,11.384804010391235,1183.134269952774,68841,omnisky,10.12.131.114,1183.134269952774,408000,102,0.5280747066267797,0.1038650860485176,0.5877655270903847,404736,408000,4857.094,2.219,6908.863,8.787,31.587500000000002,16.88125,0.30000001192092896,4.999999873689376e-05,1463.8898,-0.030688798,1463.9167,0.41520837,0.011917204,1.0406394,0.0
-921.0,-2593.0,-1463.16,1001.0,4,4000,False,412000,411,103,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-46-56,1565596016,11.609276294708252,1194.7435462474823,68841,omnisky,10.12.131.114,1194.7435462474823,412000,103,0.5278776770973628,0.10384653545886749,0.5877312263977836,408704,412000,4806.89,2.357,6907.194,8.69,32.15625,16.91875,0.30000001192092896,4.999999873689376e-05,2161.8025,-0.035602912,2161.8345,0.45731512,0.012077723,1.029613,0.0
-921.0,-2593.0,-1448.33,1001.0,4,4000,False,416000,415,104,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-47-08,1565596028,11.95290493965149,1206.6964511871338,68841,omnisky,10.12.131.114,1206.6964511871338,416000,104,0.5276672766763775,0.10382475418926478,0.5876832176083195,412672,416000,4816.785,2.286,6916.953,6.852,31.13333333333334,16.92777777777778,0.30000001192092896,4.999999873689376e-05,1799.4266,-0.021464879,1799.4457,0.4969387,0.008970857,1.0286958,0.0
-921.0,-2593.0,-1437.25,1001.0,4,4000,False,420000,419,105,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-47-20,1565596040,11.807774782180786,1218.5042259693146,68841,omnisky,10.12.131.114,1218.5042259693146,420000,105,0.5274506366181909,0.10380509385816204,0.5876257423667539,416640,420000,4829.424,2.454,6899.278,6.848,30.724999999999998,16.91875,0.30000001192092896,4.999999873689376e-05,3472.859,-0.030115439,3472.8857,0.4932502,0.009600519,1.0495317,0.0
-921.0,-2593.0,-1414.71,1001.0,4,4000,False,424000,423,106,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-47-31,1565596051,11.61591386795044,1230.120139837265,68841,omnisky,10.12.131.114,1230.120139837265,424000,106,0.5272641752320644,0.10379330177647196,0.5876078958165667,420608,424000,4868.407,2.376,6859.392,6.875,32.141176470588235,16.905882352941177,0.30000001192092896,4.999999873689376e-05,1770.8536,-0.025195396,1770.8757,0.3931564,0.010485078,1.0264627,0.0
-921.0,-2593.0,-1396.69,1001.0,4,4000,False,428000,427,107,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-47-43,1565596063,12.132347345352173,1242.2524871826172,68841,omnisky,10.12.131.114,1242.2524871826172,428000,107,0.5270860802594008,0.10378225579448355,0.5875956932418674,424576,428000,4898.224,2.411,6876.566,6.37,30.794117647058822,16.858823529411765,0.30000001192092896,4.999999873689376e-05,3376.3862,-0.02967871,3376.4133,0.47163418,0.009568623,1.0406429,0.0
-921.0,-2348.0,-1387.2,1001.0,4,4000,False,432000,431,108,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-47-55,1565596075,11.856486320495605,1254.1089735031128,68841,omnisky,10.12.131.114,1254.1089735031128,432000,108,0.5269029142922932,0.10376918425533774,0.5875800677425085,428544,432000,4901.942,2.446,6881.722,5.759,31.61176470588235,16.870588235294118,0.30000001192092896,4.999999873689376e-05,3042.9495,-0.025928315,3042.9724,0.441575,0.008406271,1.0503895,0.0
-921.0,-2348.0,-1367.89,1001.0,4,4000,False,436000,435,109,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-48-07,1565596087,11.31289029121399,1265.4218637943268,68841,omnisky,10.12.131.114,1265.4218637943268,436000,109,0.5267449500636958,0.10375912753156119,0.5875817275176243,432512,436000,4916.768,2.465,6832.363,5.933,30.993750000000002,16.99375,0.30000001192092896,4.999999873689376e-05,2546.2246,-0.027403615,2546.249,0.41459423,0.010415597,1.0292288,0.0
-921.0,-2348.0,-1360.13,1001.0,4,4000,False,440000,439,110,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-48-19,1565596099,11.872228860855103,1277.2940926551819,68841,omnisky,10.12.131.114,1277.2940926551819,440000,110,0.526589533807407,0.10374962080170391,0.5875831506705211,436480,440000,4883.806,2.58,6843.625,7.719,31.541176470588237,16.941176470588232,0.30000001192092896,4.999999873689376e-05,2915.5154,-0.027842676,2915.5398,0.4183413,0.010277412,1.0347877,0.0
-921.0,-2348.0,-1350.79,1001.0,4,4000,False,444000,443,111,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-48-30,1565596110,11.947889804840088,1289.241982460022,68841,omnisky,10.12.131.114,1289.241982460022,444000,111,0.5264393013634943,0.10373986064144963,0.5875862806750745,440448,444000,4893.842,2.588,6835.766,7.744,31.852941176470587,16.905882352941177,0.30000001192092896,4.999999873689376e-05,3170.2578,-0.024683775,3170.2793,0.40694994,0.009891145,1.0444647,0.0
-921.0,-2348.0,-1345.19,1001.0,4,4000,False,448000,447,112,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-48-42,1565596122,11.465914011001587,1300.7078964710236,68841,omnisky,10.12.131.114,1300.7078964710236,448000,112,0.5262848406048309,0.10372918839851308,0.5875830643043234,444416,448000,4897.917,2.605,6839.757,7.513,31.123529411764707,16.905882352941177,0.30000001192092896,4.999999873689376e-05,2622.8782,-0.019398801,2622.8955,0.3507041,0.007980107,1.0242144,0.0
-921.0,-2348.0,-1342.92,1001.0,4,4000,False,452000,451,113,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-48-54,1565596134,11.894949674606323,1312.6028461456299,68841,omnisky,10.12.131.114,1312.6028461456299,452000,113,0.5261179718964634,0.10371213679829712,0.5875708542326428,448384,452000,4920.02,2.537,6846.606,7.664,31.594117647058823,16.94705882352941,0.30000001192092896,4.999999873689376e-05,2769.8562,-0.021404903,2769.8748,0.33010674,0.008572277,1.0287949,0.0
-751.0,-2348.0,-1324.84,1001.0,4,4000,False,456000,455,114,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-49-06,1565596146,11.754776954650879,1324.3576231002808,68841,omnisky,10.12.131.114,1324.3576231002808,456000,114,0.5259437496146981,0.10369208222288652,0.5875481472405555,452352,456000,4907.235,2.565,6837.875,9.432,30.993750000000002,16.924999999999997,0.30000001192092896,4.999999873689376e-05,3037.5325,-0.02321711,3037.5532,0.36396906,0.008318841,1.0288187,0.0
-751.0,-2348.0,-1329.84,1001.0,4,4000,False,460000,459,115,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-49-17,1565596157,11.526715755462646,1335.8843388557434,68841,omnisky,10.12.131.114,1335.8843388557434,460000,115,0.5257495575626899,0.10366672095914592,0.5875016673010471,456320,460000,4866.982,2.658,6849.306,9.434,30.92941176470588,16.958823529411763,0.30000001192092896,4.999999873689376e-05,3060.525,-0.030256147,3060.5518,0.33229518,0.0135365,1.0021842,0.0
-751.0,-2348.0,-1320.46,1001.0,4,4000,False,464000,463,116,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-49-29,1565596169,11.898212671279907,1347.7825515270233,68841,omnisky,10.12.131.114,1347.7825515270233,464000,116,0.5255681447318564,0.1036413941527477,0.5874560556413232,460288,464000,4845.11,2.655,6899.347,9.461,31.99411764705882,16.95294117647059,0.30000001192092896,4.999999873689376e-05,1981.2594,-0.021022536,1981.277,0.1968414,0.012412383,0.96118283,0.0
-751.0,-2348.0,-1309.47,1001.0,4,4000,False,468000,467,117,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-49-40,1565596180,11.292717933654785,1359.075269460678,68841,omnisky,10.12.131.114,1359.075269460678,468000,117,0.5254022547989905,0.10361901427580544,0.5874277989266171,464256,468000,4807.421,2.717,6852.739,9.602,31.68125,16.9625,0.30000001192092896,4.999999873689376e-05,2130.09,-0.02117708,2130.1082,0.26476273,0.010082158,0.94083935,0.0
-751.0,-2348.0,-1301.08,1001.0,4,4000,False,472000,471,118,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-49-52,1565596192,11.777665138244629,1370.8529345989227,68841,omnisky,10.12.131.114,1370.8529345989227,472000,118,0.525223445728834,0.10359198045028731,0.5873924308419973,468224,472000,4801.366,2.709,6850.342,9.672,31.970588235294116,16.96470588235294,0.30000001192092896,4.999999873689376e-05,2707.2646,-0.023048734,2707.2847,0.30600804,0.00921933,0.95890933,0.0
-751.0,-2348.0,-1289.13,1001.0,4,4000,False,476000,475,119,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-50-04,1565596204,11.88228154182434,1382.735216140747,68841,omnisky,10.12.131.114,1382.735216140747,476000,119,0.5250510226182246,0.1035651655574825,0.5873685153768022,472192,476000,4809.722,2.692,6899.024,9.612,30.99411764705882,16.98235294117647,0.30000001192092896,4.999999873689376e-05,2406.4302,-0.0197409,2406.4475,0.21168058,0.006236646,0.9568869,0.0
-751.0,-2348.0,-1285.59,1001.0,4,4000,False,480000,479,120,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-50-16,1565596216,11.548966646194458,1394.2841827869415,68841,omnisky,10.12.131.114,1394.2841827869415,480000,120,0.5248933984310655,0.10353744502863148,0.5873534657730385,476160,480000,4829.813,2.703,6848.114,7.817,32.30625,16.987499999999997,0.30000001192092896,4.999999873689376e-05,3453.4294,-0.026573101,3453.4536,0.36874446,0.008282982,0.9305186,0.0
-751.0,-2348.0,-1284.63,1001.0,4,4000,False,484000,483,121,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-50-28,1565596228,11.989388942718506,1406.27357172966,68841,omnisky,10.12.131.114,1406.27357172966,484000,121,0.5247581742016155,0.10351335060247795,0.5873497893855414,480128,484000,4833.286,2.699,6848.379,7.769,32.529411764705884,17.04705882352941,0.30000001192092896,4.999999873689376e-05,3137.2705,-0.019770088,3137.288,0.3538183,0.0069279037,0.9598906,0.0
-751.0,-2348.0,-1284.46,1001.0,4,4000,False,488000,487,122,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-50-40,1565596240,12.204436540603638,1418.4780082702637,68841,omnisky,10.12.131.114,1418.4780082702637,488000,122,0.524643925372919,0.1034927489898274,0.5873599692597257,484096,488000,4901.473,2.7,6854.276,7.895,33.238888888888894,17.033333333333335,0.30000001192092896,4.999999873689376e-05,3413.4128,-0.021328185,3413.4312,0.3272497,0.009662081,0.9419299,0.0
-751.0,-2348.0,-1284.98,1001.0,4,4000,False,492000,491,123,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-50-52,1565596252,11.601029396057129,1430.0790376663208,68841,omnisky,10.12.131.114,1430.0790376663208,492000,123,0.5245340487492995,0.10347504489994191,0.5873796750200966,488064,492000,4925.593,2.59,6798.529,9.8,32.99375,17.05625,0.30000001192092896,4.999999873689376e-05,3927.5356,-0.021252183,3927.5542,0.28687054,0.008703053,0.92415845,0.0
-751.0,-2348.0,-1290.25,1001.0,4,4000,False,496000,495,124,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-51-03,1565596263,11.799805641174316,1441.8788433074951,68841,omnisky,10.12.131.114,1441.8788433074951,496000,124,0.5244307770417191,0.1034594678597397,0.5874061450979836,492032,496000,4931.896,2.619,6798.099,7.914,32.11764705882353,17.011764705882356,0.30000001192092896,4.999999873689376e-05,3009.6196,-0.022514097,3009.64,0.31646925,0.008236626,0.9203242,0.0
-751.0,-2348.0,-1278.5,1001.0,4,4000,False,500000,499,125,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-51-16,1565596276,12.177827596664429,1454.0566709041595,68841,omnisky,10.12.131.114,1454.0566709041595,500000,125,0.5243238779767281,0.10344194339622699,0.587431359615423,496000,500000,4990.272,2.431,6805.553,7.882,33.26666666666666,17.055555555555557,0.30000001192092896,4.999999873689376e-05,3559.2173,-0.021091688,3559.2356,0.29527134,0.008085408,0.8684799,0.0
-751.0,-2348.0,-1283.39,1001.0,4,4000,False,504000,503,126,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-51-27,1565596287,11.711906671524048,1465.7685775756836,68841,omnisky,10.12.131.114,1465.7685775756836,504000,126,0.5242250364098103,0.10342660155011338,0.58746083823843,499968,504000,5016.183,2.386,6759.456,9.642,31.825000000000003,17.043750000000003,0.30000001192092896,4.999999873689376e-05,3421.3074,-0.02247725,3421.3274,0.2642761,0.008974051,0.8424895,0.0
-751.0,-2348.0,-1292.04,1001.0,4,4000,False,508000,507,127,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-51-39,1565596299,11.69468355178833,1477.463261127472,68841,omnisky,10.12.131.114,1477.463261127472,508000,127,0.5241393075420462,0.10341441942765972,0.5875025478316396,503936,508000,5016.198,2.273,6800.767,9.584,31.08235294117647,17.00588235294118,0.30000001192092896,4.999999873689376e-05,4368.3423,-0.028457353,4368.3677,0.36492068,0.010378035,0.85182154,0.0
-751.0,-2348.0,-1297.1,1001.0,4,4000,False,512000,511,128,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-51-51,1565596311,11.80519151687622,1489.2684526443481,68841,omnisky,10.12.131.114,1489.2684526443481,512000,128,0.5240667560112491,0.10340498561254428,0.5875526655105255,507904,512000,5014.58,2.292,6805.081,9.672,31.558823529411764,17.029411764705884,0.30000001192092896,4.999999873689376e-05,3970.1472,-0.023309497,3970.1667,0.3510619,0.011184593,0.88992316,0.0
-751.0,-2348.0,-1301.09,1001.0,4,4000,False,516000,515,129,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-52-02,1565596322,11.626573085784912,1500.895025730133,68841,omnisky,10.12.131.114,1500.895025730133,516000,129,0.5239954441294947,0.1033964996521892,0.5875954374000653,511872,516000,5001.486,2.238,6792.402,9.66,31.012499999999996,17.056250000000002,0.30000001192092896,4.999999873689376e-05,6169.512,-0.031078212,6169.54,0.26185113,0.011324485,0.88055587,0.0
-751.0,-2154.0,-1303.47,1001.0,4,4000,False,520000,519,130,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-52-14,1565596334,11.608708143234253,1512.5037338733673,68841,omnisky,10.12.131.114,1512.5037338733673,520000,130,0.5239157433209692,0.10338327969193234,0.5876299185636931,515840,520000,4963.13,2.203,6836.952,9.466,31.641176470588242,17.01764705882353,0.30000001192092896,4.999999873689376e-05,4541.4736,-0.023935856,4541.4956,0.35552204,0.0077663558,0.87236613,0.0
-751.0,-2154.0,-1304.09,1001.0,4,4000,False,524000,523,131,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-52-25,1565596345,11.371355295181274,1523.8750891685486,68841,omnisky,10.12.131.114,1523.8750891685486,524000,131,0.5238239299568722,0.10336971062858517,0.5876538626208658,519808,524000,4938.663,2.306,6799.584,9.433,32.34375,17.012500000000003,0.30000001192092896,4.999999873689376e-05,3506.5332,-0.024094345,3506.5547,0.27508244,0.009735828,0.86044985,0.0
-751.0,-2154.0,-1300.23,1001.0,4,4000,False,528000,527,132,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-52-37,1565596357,11.595868825912476,1535.470957994461,68841,omnisky,10.12.131.114,1535.470957994461,528000,132,0.5237208388757847,0.103355321085807,0.5876644135440972,523776,528000,4896.336,2.184,6781.127,9.463,31.647058823529413,17.047058823529415,0.30000001192092896,4.999999873689376e-05,3456.374,-0.023730457,3456.3955,0.25113747,0.0073706517,0.83973235,0.0
-751.0,-2154.0,-1301.47,1001.0,4,4000,False,532000,531,133,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-52-49,1565596369,11.742997646331787,1547.2139556407928,68841,omnisky,10.12.131.114,1547.2139556407928,532000,133,0.5236145676989163,0.10334198479577879,0.5876697160919947,527744,532000,4870.858,2.288,6823.096,7.458,30.9,17.05625,0.30000001192092896,4.999999873689376e-05,4647.348,-0.024410747,4647.37,0.3132544,0.011617471,0.86718625,0.0
-751.0,-2154.0,-1303.9,1001.0,4,4000,False,536000,535,134,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-53-01,1565596381,11.808452844619751,1559.0224084854126,68841,omnisky,10.12.131.114,1559.0224084854126,536000,134,0.5235239024328284,0.10333183362610676,0.5876890757268043,531712,536000,4914.186,2.186,6780.725,7.949,31.252941176470586,17.088235294117652,0.30000001192092896,4.999999873689376e-05,3629.5444,-0.026221082,3629.5686,0.28781375,0.00832956,0.857089,0.0
-751.0,-2154.0,-1297.39,1001.0,4,4000,False,540000,539,135,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-53-12,1565596392,11.759716033935547,1570.7821245193481,68841,omnisky,10.12.131.114,1570.7821245193481,540000,135,0.5234329198813877,0.10332044170770552,0.5877048047860055,535680,540000,4875.049,2.207,6776.14,9.919,31.347058823529416,17.04705882352941,0.30000001192092896,4.999999873689376e-05,2953.784,-0.020007327,2953.8013,0.19124606,0.008994687,0.8654792,0.0
-751.0,-2154.0,-1285.45,1001.0,4,4000,False,544000,543,136,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-53-24,1565596404,11.779123306274414,1582.5612478256226,68841,omnisky,10.12.131.114,1582.5612478256226,544000,136,0.5233316490342474,0.1033093364728715,0.5877070687374846,539648,544000,4836.819,2.347,6822.743,7.982,32.21764705882353,17.047058823529415,0.30000001192092896,4.999999873689376e-05,2948.7283,-0.02049824,2948.7463,0.26183933,0.010107628,0.87968725,0.0
-751.0,-2154.0,-1289.43,1001.0,4,4000,False,548000,547,137,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-53-36,1565596416,11.55915355682373,1594.1204013824463,68841,omnisky,10.12.131.114,1594.1204013824463,548000,137,0.5232404146249165,0.10330095877235182,0.5877178086197595,543616,548000,4835.81,2.357,6810.005,7.913,30.85,17.075000000000003,0.30000001192092896,4.999999873689376e-05,3246.1484,-0.020733539,3246.1665,0.30783784,0.0091752475,0.8550455,0.0
-751.0,-2154.0,-1283.83,1001.0,4,4000,False,552000,551,138,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-53-48,1565596428,12.108869552612305,1606.2292709350586,68841,omnisky,10.12.131.114,1606.2292709350586,552000,138,0.523158785681413,0.10329332622614128,0.5877355980774746,547584,552000,4856.052,2.247,6820.67,7.858,32.02777777777778,17.072222222222226,0.30000001192092896,4.999999873689376e-05,3276.1816,-0.019183364,3276.1975,0.28203252,0.009210952,0.8185204,0.0
-835.0,-2154.0,-1293.61,1001.0,4,4000,False,556000,555,139,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-54-00,1565596440,11.713317155838013,1617.9425880908966,68841,omnisky,10.12.131.114,1617.9425880908966,556000,139,0.5230895732171316,0.10328857529892829,0.5877708664060581,551552,556000,4892.592,2.262,6790.831,9.709,31.725,17.13125,0.30000001192092896,4.999999873689376e-05,3291.794,-0.022174416,3291.8135,0.26524737,0.0073511964,0.8399315,0.0
-835.0,-2154.0,-1297.56,1001.0,4,4000,False,560000,559,140,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-54-11,1565596451,11.680896520614624,1629.6234846115112,68841,omnisky,10.12.131.114,1629.6234846115112,560000,140,0.5230307863020538,0.10328539711156423,0.5878102704922497,555520,560000,4894.668,2.248,6796.159,10.001,31.441176470588236,17.13529411764706,0.30000001192092896,4.999999873689376e-05,2690.733,-0.027321476,2690.7568,0.30086583,0.009978811,0.83746636,0.0
-835.0,-2154.0,-1307.68,1001.0,4,4000,False,564000,563,141,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-54-23,1565596463,11.8275728225708,1641.451057434082,68841,omnisky,10.12.131.114,1641.451057434082,564000,141,0.5229712346015496,0.10328234352593509,0.5878495980710201,559488,564000,4897.201,2.14,6839.595,10.077,32.28823529411765,17.058823529411764,0.30000001192092896,4.999999873689376e-05,3413.2332,-0.0265042,3413.2573,0.39957556,0.008790976,0.83915937,0.0
-835.0,-2154.0,-1314.03,1001.0,4,4000,False,568000,567,142,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-54-35,1565596475,11.645654201507568,1653.0967116355896,68841,omnisky,10.12.131.114,1653.0967116355896,568000,142,0.5229163982362222,0.10328052526821495,0.5878955602452546,563456,568000,4903.245,2.209,6838.828,9.832,31.075000000000003,17.13125,0.30000001192092896,4.999999873689376e-05,2623.1128,-0.024768915,2623.135,0.31679302,0.0079013305,0.8316959,0.0
-877.0,-2154.0,-1325.29,1001.0,4,4000,False,572000,571,143,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-54-47,1565596487,11.808157920837402,1664.904869556427,68841,omnisky,10.12.131.114,1664.904869556427,572000,143,0.5228631018398707,0.10327864858379232,0.5879392577336557,567424,572000,4904.802,2.224,6843.24,9.921,31.0,17.1,0.30000001192092896,4.999999873689376e-05,2823.6858,-0.025409464,2823.7083,0.3195172,0.008525737,0.85354024,0.0
-877.0,-2154.0,-1334.18,1001.0,4,4000,False,576000,575,144,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-54-58,1565596498,11.402926683425903,1676.307796239853,68841,omnisky,10.12.131.114,1676.307796239853,576000,144,0.5228035221579809,0.10327635351016873,0.5879781390080643,571392,576000,4855.266,2.244,6852.739,9.381,31.764705882352942,17.117647058823533,0.30000001192092896,4.999999873689376e-05,2389.0415,-0.024835791,2389.063,0.32621393,0.009978566,0.86921185,0.0
-877.0,-2154.0,-1336.04,1001.0,4,4000,False,580000,579,145,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-55-10,1565596510,11.609832048416138,1687.917628288269,68841,omnisky,10.12.131.114,1687.917628288269,580000,145,0.5227341704525668,0.10327260807593597,0.5880099819017462,575360,580000,4860.861,2.308,6833.166,7.925,30.637500000000003,17.13125,0.30000001192092896,4.999999873689376e-05,2261.7795,-0.028869785,2261.8054,0.31427416,0.010601689,0.85397667,0.0
-877.0,-2154.0,-1341.47,1001.0,4,4000,False,584000,583,146,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-55-21,1565596521,11.76517629623413,1699.6828045845032,68841,omnisky,10.12.131.114,1699.6828045845032,584000,146,0.522658152193231,0.1032678242273041,0.588034545663772,579328,584000,4875.936,2.299,6816.678,7.947,31.517647058823528,17.129411764705882,0.30000001192092896,4.999999873689376e-05,2103.869,-0.02633753,2103.8926,0.3825154,0.0095006665,0.84762436,0.0
-877.0,-2154.0,-1344.82,1001.0,4,4000,False,588000,587,147,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-55-33,1565596533,11.189646005630493,1710.8724505901337,68841,omnisky,10.12.131.114,1710.8724505901337,588000,147,0.5225647033000466,0.10325915262428761,0.5880450916244389,583296,588000,4877.973,2.4,6776.828,8.102,31.3375,17.150000000000002,0.30000001192092896,4.999999873689376e-05,2579.1626,-0.029184336,2579.1897,0.35876197,0.008458199,0.82359004,0.0
-877.0,-2104.0,-1338.79,1001.0,4,4000,False,592000,591,148,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-55-45,1565596545,11.919959545135498,1722.7924101352692,68841,omnisky,10.12.131.114,1722.7924101352692,592000,148,0.5224651467330014,0.10325018763465785,0.5880452043603422,587264,592000,4858.518,2.486,6777.416,8.022,30.99411764705882,17.13529411764706,0.30000001192092896,4.999999873689376e-05,2160.6213,-0.025806861,2160.6438,0.36834276,0.010508551,0.8290107,0.0
-877.0,-2104.0,-1335.84,1001.0,4,4000,False,596000,595,149,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-55-57,1565596557,11.933695793151855,1734.726105928421,68841,omnisky,10.12.131.114,1734.726105928421,596000,149,0.5223741371392863,0.10324115394473972,0.5880477341045256,591232,596000,4836.604,2.484,6823.567,6.056,32.794117647058826,17.176470588235293,0.30000001192092896,4.999999873689376e-05,2163.019,-0.021688873,2163.0388,0.3871249,0.00792039,0.82671964,0.0
-877.0,-2104.0,-1335.06,1001.0,4,4000,False,600000,599,150,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-56-08,1565596568,11.109383583068848,1745.8354895114899,68841,omnisky,10.12.131.114,1745.8354895114899,600000,150,0.5222690126506947,0.10322886612419081,0.5880341582260804,595200,600000,4834.204,2.493,6768.604,5.797,31.268749999999997,17.21875,0.30000001192092896,4.999999873689376e-05,1948.7654,-0.022844842,1948.7858,0.36217514,0.008679657,0.7954604,0.0
-877.0,-2104.0,-1336.63,1001.0,4,4000,False,604000,603,151,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-56-20,1565596580,11.922614336013794,1757.7581038475037,68841,omnisky,10.12.131.114,1757.7581038475037,604000,151,0.522157988449772,0.10321490005888298,0.5880152619647617,599168,604000,4844.762,2.38,6767.451,5.682,32.08235294117647,17.129411764705885,0.30000001192092896,4.999999873689376e-05,1928.7888,-0.025063777,1928.8121,0.4378601,0.0058440226,0.8468684,0.0
-877.0,-1995.0,-1327.93,1001.0,4,4000,False,608000,607,152,cc540e0d422c4c14948f334a84dba876,2019-08-12_15-56-32,1565596592,12.126206398010254,1769.884310245514,68841,omnisky,10.12.131.114,1769.884310245514,608000,152,0.5220633542810185,0.10320243778917261,0.5880105572689156,603136,608000,4875.63,2.383,6783.649,5.877,31.28235294117647,17.13529411764706,0.30000001192092896,4.999999873689376e-05,1643.5203,-0.030992437,1643.5481,0.4528502,0.010542955,0.8297397,0.0
